About,0.9526367,0.9770508,0.9633789,0.9570313,0.9682617,0.9755859,0.9814453,1.006348,1.024902,1.00293,0.8974609,0.7553711,0.5605469,0.487793,0.5429688,0.2739258,-0.008789063,-0.03417969,0.000488281,-0.06591797,-0.09130859,-0.1533203,-0.1337891,-0.184082,-0.2709961,-0.3085938,-0.2182617,-0.2099609,-0.1855469,-0.1469727,-0.1938477,-0.2265625,-0.1777344,-0.1655273,-0.175293,-0.171875,-0.1547852,-0.1767578,-0.1801758,-0.1708984,-0.1572266,-0.175293
About,-0.1845703,-0.2075195,-0.1850586,-0.1923828,-0.1787109,-0.1923828,-0.2143555,-0.2026367,-0.2324219,-0.3569336,-0.4150391,-0.5131836,-0.6186523,-0.5981445,-0.7163086,-0.8022461,-0.6860352,-0.7451172,-0.7250977,-0.7539063,-0.809082,-0.8344727,-0.7983398,-0.8598633,-0.8115234,-0.7402344,-0.7597656,-0.7631836,-0.7910156,-0.8691406,-0.8242188,-0.7924805,-0.8115234,-0.784668,-0.7978516,-0.8027344,-0.8139648,-0.7973633,-0.8032227,-0.7900391,-0.7988281,-0.8007813
About,0.1323242,0.1269531,0.1259766,0.1293945,0.1333008,0.1210938,0.1264648,0.1513672,0.1767578,0.3066406,0.3999023,0.4941406,0.4643555,0.5307617,0.6137695,0.6650391,0.5498047,0.5117188,0.6196289,0.6020508,0.5942383,0.5634766,0.5961914,0.5991211,0.5649414,0.5200195,0.5683594,0.581543,0.5810547,0.621582,0.6352539,0.5708008,0.5947266,0.6069336,0.5942383,0.6049805,0.5996094,0.6000977,0.5952148,0.6079102,0.6186523,0.6142578
About,0.9301758,0.9394531,0.9423828,0.9360352,0.9418945,0.934082,0.9536133,0.9521484,0.9584961,0.9643555,0.921875,0.9018555,0.8173828,0.7929688,0.8217773,0.8535156,0.7431641,0.5366211,0.2348633,-0.08203125,-0.1694336,-0.1674805,-0.2026367,-0.3520508,-0.1923828,-0.1191406,0.1386719,0.08251953,-0.1416016,-0.3466797,-0.4238281,-0.2929688,0.01416016,-0.1425781,-0.2231445,-0.1972656,-0.1743164,-0.1889648,-0.1811523,-0.1933594,-0.1762695,-0.1884766
About,0.2817383,0.2607422,0.2729492,0.25,0.2631836,0.246582,0.2924805,0.2758789,0.3339844,0.3510742,0.3408203,0.3959961,0.4487305,0.4750977,0.6074219,0.6298828,0.8413086,0.9501953,0.7358398,0.6894531,0.7670898,0.7915039,0.8325195,0.5361328,0.6225586,0.6337891,0.8354492,1.044434,1.041992,0.9726563,0.8276367,0.7485352,0.8510742,0.8017578,0.8261719,0.8496094,0.8129883,0.8349609,0.8193359,0.8066406,0.800293,0.8017578
About,0.08447266,0.09082031,0.08007813,0.09472656,0.09521484,0.09228516,0.08251953,0.09863281,0.1098633,0.1518555,0.2138672,0.2578125,0.3037109,0.3139648,0.2993164,0.3969727,0.4560547,0.4575195,0.5317383,0.4291992,0.4692383,0.4790039,0.4370117,0.7260742,0.3916016,0.4663086,0.5732422,0.6547852,0.5908203,0.4389648,0.3779297,0.4599609,0.7045898,0.6269531,0.5683594,0.5839844,0.6137695,0.5917969,0.5986328,0.6020508,0.6254883,0.6054688
About,-3,-1,0,0,-3,-2,2,-4,-1,-3,1,-2,3,1,3,-2,4,0,0,-3,0,-1,-1,0,-5,-1,1,-2,1,0,0,-1,0,-1,-2,0,-1,1,0,-2,0,0
About,0,1,-3,-2,-1,-1,0,-1,-2,0,-1,-2,2,-6,-1,-1,-8,0,0,-3,-3,-3,-2,3,-1,-4,-4,-3,3,-2,1,0,-1,-2,0,0,-2,-1,-1,-1,0,1
About,-2,0,-1,-1,-2,-3,-4,-3,-2,6,-3,-2,2,-8,5,-1,-14,8,-1,-17,6,13,2,13,4,-2,-17,-2,3,-5,0,4,5,-2,0,1,-8,1,-2,3,1,1
About,2,-2,-2,-1,-1,-1,-1,-9,-7,4,-10,-4,14,-24,18,3,-3,6,-6,-8,-7,0,1,9,5,-1,-2,-3,4,2,2,2,3,-5,0,2,-4,3,3,1,1,3
About,1,-2,-3,0,-2,-2,-3,0,-13,0,-28,1,18,-38,22,6,-1,21,-10,-3,-9,4,-13,14,0,0,-5,-6,6,15,-4,1,-7,-4,-1,-4,0,-6,4,6,-4,2
About,-1,-2,1,-1,-2,1,-4,-8,3,5,-2,-2,13,-22,24,7,11,19,-2,5,-10,5,-7,5,1,1,7,-5,4,3,6,-3,-10,-2,-6,-13,1,6,-8,4,8,1
About,-3,-3,0,2,-17,-5,-2,-6,4,-5,-4,0,3,6,3,19,37,21,0,46,1,-7,10,8,29,-3,-5,-3,4,4,12,-3,-7,-5,-2,-9,8,3,-5,-1,2,2
About,-2,-2,1,-1,-7,-5,-2,3,4,-4,-2,1,1,-1,3,6,7,-1,-1,10,3,0,3,-2,-1,3,0,2,11,4,6,-2,-1,1,0,1,2,2,0,-3,1,-1
About,-9,-1,0,0,-6,-3,0,3,-8,-7,-3,-19,-2,1,5,-1,-14,-15,-1,5,8,-18,36,-4,-9,-10,-3,-4,6,-30,2,-2,-1,-2,-8,-1,1,3,0,-3,-1,0
About,-3,0,0,0,-5,0,1,2,-2,-5,0,-12,-2,3,6,10,-9,-12,-6,1,6,-5,15,-7,-4,-2,-4,-5,1,-4,-1,-1,4,-1,-7,3,3,2,-8,-2,-3,-7
About,0,-1,-1,-1,-2,-2,1,2,1,3,1,-4,2,1,1,22,-12,-9,-3,7,1,-4,3,2,4,-6,-5,-5,-2,27,-15,-1,-3,-2,-7,1,-2,7,2,-4,-6,-3
About,-1,-2,-2,-1,-1,-2,-1,-2,-1,1,-2,-2,2,-1,0,-1,1,-14,57,-25,15,21,18,19,12,-18,-8,46,17,4,-44,-7,-28,-1,-1,-1,-2,19,0,-2,-7,-7
About,-3,0,-1,0,-1,0,2,1,-2,0,-1,-3,-1,0,4,-3,4,72,17,-92,49,51,3,5,-4,-7,44,50,15,-2,-25,-7,-7,-6,2,-6,-1,5,-6,-5,-7,-2
About,0,0,-2,-3,0,-3,-1,-1,-1,-2,-1,-1,-1,-3,3,1,-42,14,9,-1,-17,43,-6,3,2,18,-1,33,15,4,-12,-1,-1,-24,6,-1,-3,-1,4,-6,-7,1
About,-2,0,-2,-3,-1,-1,-2,-1,-1,0,-1,0,5,-2,-1,3,-10,6,-12,6,3,-8,4,6,-1,2,-21,4,3,-9,-3,-2,10,-4,5,-5,-3,8,0,-13,-3,7
About,-1,0,-3,0,-1,-1,1,-1,-1,-1,-1,0,-1,-2,1,1,-5,9,-11,23,-3,5,18,-3,-7,-2,-8,-12,-4,-7,-18,-5,-7,-12,-4,-5,0,2,-5,-2,-2,1
About,-0.75,1.125,2.75,-1,1.25,-3.75,5.625,-3.25,-18.375,-25.3125,-32.4375,-51.6875,-34.25,-28,-12.8125,-25.75,-9.1875,-25.875,-18.5625,-9.5,3.75,3.8125,2.5,2.3125,-9.9375,-9.6875,-12.75,-7.6875,-0.3125,-0.6875,4.25,10.375,-5.375,0.4375,3,0.8125,2,2.6875,-2,0.75,0,2.625
About,-0.75,1.125,2.75,-1,1.25,-3.75,5.625,-3.25,-18.375,-25.3125,-32.4375,-51.6875,-34.25,-28,-12.8125,-25.75,-9.1875,-25.875,-18.5625,-9.5,3.75,3.8125,2.5,2.3125,-9.9375,-9.6875,-12.75,-7.6875,-0.3125,-0.6875,4.25,10.375,-5.375,0.4375,3,0.8125,2,2.6875,-2,0.75,0,2.625
About,-0.75,1.125,2.75,-1,1.25,-3.75,5.625,-3.25,-18.375,-25.3125,-32.4375,-51.6875,-34.25,-28,-12.8125,-25.75,-9.1875,-25.875,-18.5625,-9.5,3.75,3.8125,2.5,2.3125,-9.9375,-9.6875,-12.75,-7.6875,-0.3125,-0.6875,4.25,10.375,-5.375,0.4375,3,0.8125,2,2.6875,-2,0.75,0,2.625
About,-1.625,0.6875,-0.4375,-0.75,-0.4375,-2,-0.25,-10.6875,-18.5625,-4.125,1.0625,9.1875,14.875,24.625,37.4375,61.625,98.6875,79.75,6.9375,4.6875,-12.0625,16.375,7.75,1.375,11.625,54.25,65.9375,-9.1875,-30.375,-68.625,-42.625,-9.5625,19.375,-10.1875,-8.4375,-4.6875,-2.9375,-6.75,-1.6875,-2.9375,-4.1875,-3.875
About,-1.625,0.6875,-0.4375,-0.75,-0.4375,-2,-0.25,-10.6875,-18.5625,-4.125,1.0625,9.1875,14.875,24.625,37.4375,61.625,98.6875,79.75,6.9375,4.6875,-12.0625,16.375,7.75,1.375,11.625,54.25,65.9375,-9.1875,-30.375,-68.625,-42.625,-9.5625,19.375,-10.1875,-8.4375,-4.6875,-2.9375,-6.75,-1.6875,-2.9375,-4.1875,-3.875
About,-1.625,0.6875,-0.4375,-0.75,-0.4375,-2,-0.25,-10.6875,-18.5625,-4.125,1.0625,9.1875,14.875,24.625,37.4375,61.625,98.6875,79.75,6.9375,4.6875,-12.0625,16.375,7.75,1.375,11.625,54.25,65.9375,-9.1875,-30.375,-68.625,-42.625,-9.5625,19.375,-10.1875,-8.4375,-4.6875,-2.9375,-6.75,-1.6875,-2.9375,-4.1875,-3.875
About,3.401865,3.390327,3.397705,3.401585,3.412504,3.413434,3.440716,3.5066,3.559222,3.624604,3.652908,3.638472,3.613503,3.614656,3.606103,3.596029,3.59058,3.547941,3.520997,3.508356,3.505706,3.510242,3.516173,3.506865,3.498088,3.487122,3.479203,3.481382,3.493956,3.490314,3.501786,3.518359,3.514632,3.514486,3.517355,3.519655,3.521137,3.526486,3.524124,3.525787,3.527211,3.531591
About,2.865028,2.864046,2.865181,2.866255,2.86632,2.866187,2.874351,2.912825,2.992137,3.20146,3.425959,3.670024,3.902393,4.152487,4.320185,4.519889,4.820973,5.00112,5.122857,5.158592,5.200783,5.221798,5.234707,5.256588,5.319458,5.401488,5.427394,5.424916,5.377335,5.285719,5.2436,5.251266,5.263522,5.264534,5.263675,5.262635,5.259766,5.262475,5.263895,5.261657,5.259618,5.259963
